Class Index,Title,Description
1,Israel to release prisoners in gesture to Egypt and Palestinians,The Israeli Cabinet agreed in principle on Sunday to release scores of Palestinian prisoners as a gesture to Egypt and Palestinian officials in the run 
1,Rocket lands near Afghan school as President Karzai due to visit (AFP),"AFP - A rocket landed near a school in southeast Afghanistan minutes before President Hamid Karzai was due to visit, forcing him to abandon his trip, presidential spokesman Jawad Ludin told AFP."
1,Bush offers help in reopening U.S. border to Canadian cattle (Canadian Press),Canadian Press - (CP) - President George W. Bush offered Saturday to throw his administration's full weight behind reopening the border to Canadian beef within several months.
1,Ukrainian Government Blamed for Poisoning,Opposition leader Viktor Yushchenko said Thursday that he was sure he was poisoned by the Ukrainian government after a Sept. 5 dinner with the head of the country's security service.
1,Pakistan army says Al-Qaeda-linked militants killed near Afghan &lt;b&gt;...&lt;/b&gt;,"ISLAMABAD : Pakistani forces have killed  quot;a few quot; militants in operations to flush out Al-Qaeda linked rebels in the northwestern tribal region near the border with Afghanistan, the military said Saturday."
1,McGrath and Langer shine in drawn India tour opener (AFP),AFP - Glenn McGrath scalped four wickets and Justin Langer hit a century here to lead Australia's preparations for next week's Test series against India.
1,At least 4 killed in suicide attack in Tel Aviv,"At least four people were killed and 30 wounded in an explosion which ripped through an open market in central Tel Aviv on Monday, Israeli rescue workers and police said."
1,Fighting Continues In South Ossetia,"Prague, 17 August 2004 (RFE/RL) -- Fresh fighting and further casualties were reported overnight in Georgia #39;s separatist republic of South Ossetia. The violence erupted hours after Georgia and South Ossetia reached an agreement under which all armed units ..."
1,Sudan committed to resolving Darfur crisis: Bashir,"KHARTOUM, Sept 4 (AFP) -- Sudanese President Omar el-Bashir declared that he was committed to resolving the crisis in the troubled western Darfur region amid international criticism that his government was not doing enough to stop what the UN has "
1,"India, Pakistan approve key proposals ahead of ministers #39; meeting",NEW DELHI : Top Indian and Pakistani officials approved proposals to break the impasse over Kashmir and strengthen ties on the eve of a meeting between the rival states #39; foreign ministers.
1,Study: 1 in 3 Adults Has Hypertension,"DALLAS - Nearly a third of American adults have high blood pressure, putting them at greater risk of stroke, heart attack, kidney failure and other problems, according to a new government analysis.    The obesity epidemic and an aging population are to blame, experts say..."
1,Last of Chinas old guard cedes military,Hu Jintao became China #39;s undisputed leader yesterday as the world #39;s most populous nation completed its first orderly transfer of power in the communist era.
1,Dogs 'sniff out' bladder cancer,"Dogs can be trained to sniff out bladder cancer, scientists say they have proven for the first time."
1,The proper response to difficulty is not to retreat but to prevail &lt;b&gt;...&lt;/b&gt;,"President George W Bush delivered an unapologetic defence of his record before the United Nations yesterday, saying there was no security in looking away from threats to global security."
1,Political correctness gone mad,The decision by the European Parliament #39;s Civil Liberties Committee to reject the nomination of Rocco Buttiglione as European Commissioner for Justice and Security over his comments on homosexuality and marriage is very unfortunate.
1,"Gunmen hijack Athens bus, hold passengers","ATHENS : Armed men hijacked a bus in an Athens suburb early Wednesday, taking some 20 passengers aboard hostage, a police source said."
1,EU extends ban on Asian poultry imports,The European Union said Wednesday it had extended a ban on imports of chicken meat and pet birds from several Asian countries hit by avian flu to March 31 next year.
1,"UN should extend arms embargo on Khartoum, says HRW","DAKAR, Senegal, Sep 13, 2004 (PANA) -- New York-based Human Rights Watch (HRW) has in a letter to the UN Security Council urged an immediate increase in international presence in Darfur and an extension of arms embargo to stop continuing atrocities in the "
1,Iran Says It Won't Halt Nuclear Technology Drive, TEHRAN (Reuters) - Iran Sunday rejected European demands it  abandon sensitive nuclear activities but reiterated its  readiness to provide assurances that its atomic ambitions are  entirely peaceful.
1,Five Dead in Peru Police Siege Shootout," LIMA, Peru (Reuters) - Five Peruvian police officers died  in a shootout on Sunday with an armed group who took 10  hostages in the siege of a police station in southern Peru on  New Year's Day, RPP radio reported."
1, #39;Why Does the War Keep Chasing Us? #39;,Dinka men once danced in a green field here in Darfur. A weave of drum rhythms would rise with the smoke of their twilight bonfires.
1,MEPs reject candidate who called gays sinful,"Jos Manuel Barroso, the incoming European commission president, was under strong pressure last night to dump Rocco Buttiglione, a professed opponent of women #39;s and gay rights, as the next commissioner for justice and security, after the European "
1,Greenspan warns over US deficit,Federal Reserve chief Alan Greenspan says the US trade deficit cannot be sustained indefinitely.
1,Terrorism joins weather disruptions as election planning issue (AFP),"AFP - Amid fears of a possible terrorist attack, US authorities are tightening security for Tuesday's presidential election while taking pains not to discourage voters from turning out at the polls."
1,Afghan forces arrest 15 Taliban fighters,"Afghan security forces backed by US helicopter gunships stormed a Taliban safe house, killing one man and capturing 15 others, in an attempt to curb attacks ahead of this weeks presidential election, officials said on Sunday."
1,N.Korea Envoy Doubts Bush Policy Will Change-Paper (Reuters),"Reuters - The deputy chief of North Korea's mission\at the United Nations doubts newly re-elected President Bush\will change his policy toward Pyongyang, a South Korean\newspaper reported on Friday."
1,Suspect in '99 blast taken into custody,"MAKHACHKALA -- A suspect in a 1999 apartment building bombing that killed 64 people and helped trigger Moscow's renewed military campaign in Chechnya was brought to Russia yesterday after being arrested in the former Soviet republic of Azerbaijan, authorities said. Magomed Salikhov is suspected of helping organize the attack in the Dagestani city of Buinaksk, one of four apartment-house blasts ..."
1,REGION: EU and Iran fail to reach nuclear deal,"VIENNA: France, Britain and Germany failed to reach a deal with Iran on Wednesday under which Tehran would scrap its uranium enrichment programme in exchange for nuclear power technology, but the two sides agreed to meet again."
1,Karzai says foreign troops vital for Afghanistan,"Afghan President Hamid Karzai, who most Western governments want to see win an election on Oct. 9, said today that foreign troops would remain until the country #39;s own fledgling forces can take the charge of stability."
1,Rwanda Troops Start AU Mission in Darfur," EL FASHER, Sudan (Reuters) - Rwandan troops arrived in  Darfur Sunday as the first foreign force there, mandated to  protect observers monitoring a shaky cease-fire between the  Sudanese government and rebels in the remote western region."
1,22 dead afrter ship carrying illegal immigrants capsizes,"A boat carrying would-be immigrants to Italy capsized in the Mediterranean, killing at least 22 people and leaving dozens more missing."
1,"EU study upbeat on Turkish hopes, warns may take time","Turkey #39;s EU entry should be good news if well managed, although Ankara may have to wait until  quot;well into the next decade quot; to join, according to a European Commission study seen by AFP Thursday."
1,Barroso fails to calm Buttiglione row,"Jos Manuel Barroso, the incoming European commission president, today failed in a bid to appease key European parties demanding that the justice minister designate, Rocco Buttiglione, be removed."
1,Doing All For Release Of Hostage: Blair,"London, Sept. 30 (NNN) : Britain says it is doing everything it can to secure the release in Iraq of British hostage, Kenneth Bigley."
1,Anti-Bush protest at a trade summit in Chile turns violent,The largest protest march since Chile #39;s police state ended 14 years ago turned violent Friday when demonstrators waged pitched street battles with riot police before President 
1,Bombings at Two Buenos Aires Banks Kill 1 (AP),"AP - Homemade bombs exploded in two Buenos Aires banks before they opened Wednesday, killing a security guard, police said."
1,Big fall in corruption in Kenya,"The Kenyan government's campaign to tackle corruption is having an impact, says Transparency International."
1,10:16 am: Hungary #39;s designated prime minister must wait a month &lt;b&gt;...&lt;/b&gt;,"The millionaire businessman Hungary #39;s Socialists have chosen as this country #39;s next prime minister, will have to wait a month before he can be formally "
1,Abducted CNN Producer Released in Gaza,"GAZA CITY, Gaza Strip Sept. 28, 2004 - An Israeli Arab who works as a producer for the TV network CNN was released Tuesday, a day after he was kidnapped at gunpoint, relatives and Palestinian police said."
1,Friends and curious turn out for goodbye to alleged Montreal Mob boss (Canadian Press),"Canadian Press - MONTREAL (CP) - At least 200 people paid their final respects Saturday to Frank Cotroni, the reputed head of the Montreal Mafia who died of cancer at the age of 72."
1,Ivory Coast Rebel Chief Brands Gbagbo War Criminal,Ivory Coast #39;s rebel chief said on Thursday he wanted President Laurent Gbagbo charged with war crimes as the West African country #39;s leader called on thousands of foreigners who fled mob violence to return.
1,British death toll from tsunami could approach 200: foreign secretary (AFP),"AFP - Forty Britons have died in the Indian Ocean tsunami disaster and 159 others were missing and ""highly likely"" to have died, Foreign Secretary Jack Straw said, suggesting the death toll could approach 200."
1,"Iraqi police, troops under insurgent fire","Iraqi insurgents are targeting fellow Iraqis serving as police or national guardsmen and their families, the New York Times reported Tuesday."
1,Hardliners Appeal to Israeli Soldiers,"JERUSALEM Sept. 9, 2004 - A group of prominent Israeli hardliners urged soldiers Thursday to disobey orders to dismantle Jewish settlements, widening the bitter divisions over Prime Minister Ariel Sharon #39;s "
1,U.S. Official: No Prospect of Bargain on Iran Nukes," BRUSSELS (Reuters) - The United States sees no reason to  offer Iran incentives to ensure its nuclear program remains  peaceful, a U.S. government official said on Tuesday."
1,African Union Tries to Break Darfur Talks Deadlock (Reuters),"Reuters - The Sudan government and Darfur rebels\remained deadlocked at peace talks on Saturday, and African\Union mediators were meeting both sides separately to try to\end a row over security issues."
1,Arms cache found in six Waziristan caves,"PESHAWAR, Nov 13: The Pakistan army captured the Shinkay area from the Al Qaeda-linked tribal and foreign militants in the Mehsud dominated area of South Waziristan on Saturday, said an army general."
1,Nikkei Hits One-Month Closing Low (Reuters),Reuters - Japan's Nikkei average fell for a fifth\straight day to hit a one-month closing low on Wednesday as key\exporters and techs such as Kyocera Corp. extended losses on\renewed caution about the country's economic outlook.
1,North Koreans say blast was demolition,North Korean officials have announced that a huge explosion in its remote Northeast was part of a hydroelectric project. Mystery surrounded the blast in the mountainous province of Yanggang and fears grew 
1,Reporter finds poor security at Heathrow,Sky News reports its undercover look at security shortcomings at London #39;s Heathrow Airport has sparked a government investigation.
1,Arab League FMs consider pressure on Syria to quit Lebanon,"Arab foreign ministers faced the divisive issue of Syria #39;s role in Lebanon when they met here Tuesday, a day after Gulf states and Jordan endorsed a UN call for Syria to withdraw its troops from Lebanon."
1,Florida Keys Likely Spared a Direct Hit,"KEY WEST, Fla. - The only whooshing sound Hurricane Ivan stirred in the Keys and populous South Florida on Sunday was a sigh of relief from residents no longer fearful the 150-mph storm would make a direct hit..."
1,Karzai faces drug challenge at outset of fresh presidential term,"KABUL, Afghanistan _ Afghanistan #39;s newly inaugurated President Hamid Karzai is pushing the fight to control the nation #39;s booming drug trade to the top of his to-do list."
1,Six Pitcairn men guilty of rape,"Six of the seven Pitcairn Island men charged with raping and indecently assaulting girls as young as 12 have been found guilty by a British court on the remote South Pacific island, a British official says."
1,Canada renews plan to decriminalise pot possession,OTTAWA: The Canadian government signalled its intention on Monday to re-introduce legislation to decriminalise the possession of small amounts of marijuana.
1,"Colombia judges order arrests, but whereabouts of trio linked to &lt;b&gt;...&lt;/b&gt;",A court on Thursday convicted three IRA-linked men of training Colombian rebels in terrorist tactics and sentenced them to up to 17 1/2 years in prison.
1,Supreme Court to Review Taking Property for Development (Reuters),Reuters - The U.S. Supreme Court said on\Tuesday that it would decide whether the government can take a\person's home or business for a private development project\intended to boost tax revenues and revitalize a local economy.
1,Activists ready to frustrate Chile #39;s APEC Summit,"George W. Bush, Vladimir Putin, and leaders from other 19 Asian - Pacific nations including China #39;s Hu Jintao and Japan #39;s Junichiro Koizumi are beggining to arrive in Santiago to attend to Chile #39;s APEC summit on Saturday."
1,Europe told to 'rethink security',A study commissioned by the EU calls for a major rethink of security within its borders and beyond.
1,Poe condition turns for worst,", Carlito Pablo. Editor #39;s Note: Published on page A1 of the Dec. 14, 2004 issue of the Philippine Daily Inquirer. HIS PASS was good for three hours but former President "
1,Md. Marine's Love of Outdoors and Adventure Remembered," For  relatives and friends of Kirk Bosselmann, few things the Marine Corps corporal did surprised them."
1,Israel ends Gaza Strip offensive,It followed the killing of two toddlers in an Israeli town on September 29 by a rocket fired from Gaza. Witnesses said all 200 tanks and armoured vehicles in northern Gaza had withdrawn.
1,Aides cite flu as doctors examine Arafat,"RAMALLAH, West Bank -- A Tunisian medical team examined Yasser Arafat in the West Bank yesterday, but aides dismissed Israeli media reports that the Palestinian leader's health had deteriorated and said he had the flu."
1,"Thales, EADS have no merger plans: EADS chief (AFP)","AFP - The French-British defence electronics group Thales and the European aerospace group EADS do not have a plan to merge, EADS co-chairman Philippe Camus said."
1,Iraqi Peace Mission in Najaf; Baghdad Blast Kills 7," NAJAF, Iraq (Reuters) - Iraqi political and religious  leaders trying to end a radical Shi'ite uprising flew into  Najaf Tuesday, where U.S. troops and militia fought pitched  battles near the country's holiest Islamic sites."
1,"India says U.S. lifts nuclear, space export curbs (Reuters)","Reuters - India said on Saturday the United States had lifted export restrictions on equipment for India's commercial space programme and nuclear power facilities, opening the way for greater cooperation in the two sectors."
1,"Locke plans one last China trade mission, eyes Vietnam market","Gov. Gary Locke is putting on his salesman #39;s hat one last time, heading to China next month and hoping to crack the growing Vietnam market."
1,Thousands Gather as Afghan Campaigning Picks Up," SHIBERGHAN, Afghanistan (Reuters) - Tens of thousands of  people gathered in a northern Afghan town on Tuesday to hear  General Abdul Rashid Dostum launch his bid for the presidency,  as a slow election campaign began to gather pace."
1,Nine Afghan soldiers killed in attacks,"Suspected Taliban militants have launched a string of attacks on security posts in southern Afghanistan, killing nine soldiers, an official said."
1,Exit Shinui,"The moment after Shinui achieved its meteoric achievement of 15 Knesset seats, the question was: Can the party make the transition from a one-issue, one-election wonder to one of the top two national parties?"
1,Milosevic:  #39;no link to genocide found #39;,Fresh controversy has hit the war crimes trial of Slobodan Milosevic with a claim from a senior intelligence analyst that the Yugoslav leader is innocent of genocide.
1,North Korean Official: Pyongyang Wants to Continue Nuclear Talks,Chinese officials report that a senior North Korean leader says his country wants to remain on track with six-nation negotiations on its nuclear ambitions.
1,Dollar losing streak continues as euro hits new highs (AFP),"AFP - The dollar tumbled to new all-time lows against the euro, a 12-year nadir against sterling and a near five-year trough against the yen, buckling under the weight of the US twin deficits."
1,AP-Ipsos Election Poll Questions (AP),"AP - The Associated Press-Ipsos poll on the election results and President Bush's second term is based on telephone interviews with 1,000 adults, including 844 registered voters from all states except Alaska and Hawaii. The interviews were conducted Nov. 3-5 by Ipsos-Public Affairs."
1,Israel's Sharon Confronts Party Rebels Before Vote, TEL AVIV (Reuters) - Prime Minister Ariel Sharon confronted  Likud party rebels with a pledge to put the good of Israel  first Wednesday as he battled to avoid an embarrassing defeat  over his Gaza pullout plan.
1,The Curse of Nigerian Oil,"If anything should be apparent by now its that George Bush has seriously failed us. We are enmeshed in war for oil in Iraq. As demand across the world increases in the face of shrinking supply, resource exporters "
1,Russia Blames Terrorism for Downed Jet,"MOSCOW - Russian officials accused terrorists Friday after the wreckage of one of two crashed jetliners revealed traces of an explosive used in earlier attacks blamed on Chechen rebels, while an Islamic group claimed its suicide attackers brought down both planes.    At least one crash was ""the result of a terrorist act,"" a spokesman for the Federal Security Service, Sergei Ignatchenko, told the ITAR-Tass news agency..."
1,OPEC Hawks Want to Keep Prices High,"Raise prices. Ease production. For weeks ahead of this week's OPEC meeting, hawks in the organization have been talking tough about the need to keep oil revenues high - and lowering output."
1,"New Nuclear Weapon to Surpass Others, Putin Says","President Vladimir V. Putin, meeting with Russia #39;s defense officials and military commanders here, said today that the country would soon deploy new nuclear missile "
1,Iraqi Minister Says Polls Doable Despite Violence, LONDON (Reuters) - Iraqi Foreign Minister Hoshiyar Zebari  said Monday the interim government is not underestimating the  security threat to planned national elections on Jan. 30 and  believes the poll can take place.
1,"Presidential debates: high drama, disputed impact (AFP)","AFP - For sheer political drama, few spectacles can match the sight of two men going toe to toe before tens of millions of television viewers, slugging it out for the most powerful job on Earth."
1,Bush vows action over troops' kit,President Bush says claims that US troops going to Iraq have  poor armour protection are being addressed.
1,IAEA Diplomats See Agreement on Iran Next Week,"The International Atomic Energy Agency Board of Governors has put off a resolution on Iran #39;s nuclear program until Monday, to allow more time for European countries and Tehran to finalize a deal to freeze Iran #39;s uranium enrichment program."
1,I bankrolled Zuma - Shaik,"DURBAN - Businessman Schabir Shaik has acknowledged he bankrolled Deputy President Jacob Zuma, claiming that he did so to enable Zuma to stay in politics."
1,Australian Party Leader to Join Hunger Strike (Reuters),Reuters - The leader of a small Australian\political party will begin a hunger strike on Saturday in\support of about 20 Iranian asylum seekers held at a rural\immigration detention center who have refused food for almost\two weeks.
1,Hundreds Pay Last Respects to Rafael Eitan,"(IsraelNN.com) After 11:00am, the coffin of former IDF Chief of Staff and former Minister of Agriculture Rafael (Raful) Eitan arrived at his home community of Tel Adashim."
1,Lebanese Foreign Ministry says it is trying to secure release of 7 &lt;b&gt;...&lt;/b&gt;,"The Lebanese Embassy in Baghdad is working with Iraqis to secure the release of a 7-year-old Lebanese boy taken by kidnappers demanding \$150,000, Foreign Ministry officials said Monday."
1,Meeting with unions crucial to Alitalia's survival (Canadian Press),"Canadian Press - ROME (AP) - With the future of Italy's flagship carrier at stake, Alitalia began crucial talks with unions Monday to unveil a rescue plan - including expected layoffs - aimed at averting collapse."
1,Karzai takes early lead as vote-counting begins,Interim leader Hamid Karzai was strongly favored in early results from the vote count of Afganistan #39;s landmark presidential ballot yesterday as elections workers took a break to mark the beginning of the Islamic holy month of Ramadan.
1,Darfur peace talks delayed,"troops to monitor renewed fighting in Darfur, where 1.5 million people have been driven from their homes. Ethiopia and Chad to the talks in the Nigerian capital, which analysts say have little chance of success."
1,Najaf stand-off has beginnings in earlier US failures in Fallujah,"The battle of Najaf, in which Iraq #39;s fledgling government is being held to ransom by the occupation of Shia Islam #39;s holiest site, can be traced to American political and military failures in recent months. "
1,UK 'hiding Zimbabwe bankers',President Robert Mugabe accuses the UK of sheltering three bankers accused of corruption.
1,Japan to Seek Missile Info at Talks with N.Korea," TOKYO (Reuters) - Japan will seek an explanation at weekend  talks with North Korea on activity indicating Pyongyang may be  preparing a missile test, although Tokyo does not think a  launch is imminent, Japan's top government spokesman said."
1,Bush Adamant on Iraq Election Schedule (AP),"AP - President Bush rejected calls for a delay in next month's Iraqi elections, insisting Thursday that the vote was too important to put off even though violence and chaos still grip much of the country."
1,New bridge raises French pride higher than Eiffel,"The Tarn River valley road bridge, the world's tallest, creates a direct route between Paris and the coast."
1,Prince Charles: Terrorism Has Unified Us,"The British Embassy in Istanbul, which was damaged in the terrorist attacks killing 16 people on November 20, 2003 was re-opened for service by Crown Prince Charles yesterday."
1,Powell Prods N. Korea to End Nuclear Programs,"Secretary of State Colin L. Powell, in Asia to prod North Korea to return to talks on ending its nuclear programs, said Sunday that while there is still time to resolve the impasse, ""there is a sense of urgency."""
1,Iraq N-Sites Were Stripped Methodically-Diplomats," VIENNA (Reuters) - The mysterious removal of Iraq's  mothballed nuclear facilities continued long after the U.S.-led  invasion and was carried out by people with access to heavy  machinery and demolition equipment, diplomats said on Thursday."
1,Indian FM:  #39;Do Not Expect Major Breakthroughs at Pakistan Talks #39;,India #39;s Foreign Minister Natwar Singh says both India and Pakistan should not expect major breakthroughs in talks this Sunday aimed at building peace between the rivals.
1,"UN pledges help for Darfur refugees, Sudan wants \$300 mln",UN refugees agency chief Ruud Lubbers said on Tuesday that the United Nations will work together with the Sudanese government to help Darfur refugees return home while 
1,"Hungary #39;s Socialists Dump PM, Forint Falls","BUDAPEST, Hungary (Reuters) - Hungary #39;s ruling Socialists dumped Prime Minister Peter Medgyessy Thursday, in an attempt to strengthen their hold on a government which has slipped despite a stronger economy and entry into ..."
1,Countries to discuss rules on wildlife trade,"BANGKOK - The future of dozens of endangered species, from the great white shark to elephants and medicinal trees, will be decided at an international conference on wildlife trade that kicks off here today."
1,Eitam: Disengagement plan is dangerous,"Speaking in the Knesset plenum ahead of Tuesday night #39;s crucial vote on the disengagement plan, NRP Chairman Efit Eitam challenged Prime Minister Ariel Sharon  quot;to do the honorable thing and go home."
1,Three UK soldiers killed in central Iraq,"Three British troops have been killed and others injured in an attack in central Iraq, British Armed Forces Minister Adam Ingram confirmed on Thursday."
1,Mayoral Race Write-In Effort Worries Utah (AP),AP - Election officials are worried that a massive write-in campaign mounted by Republicans in the scandal-ridden Salt Lake County mayoral race could hold up final results in other races around the state.
1,Fumes 'not winter asthma trigger',"Air pollution has been wrongly blamed for worsening winter cases of asthma, say US researchers."
1,Blast at Russian mine kills 13 in industry #39;s latest disaster,MOSCOW : A blast at a Siberian mine killed 13 men in the latest disaster to strike Russia #39;s accident-prone industry that has been chronically short of funds following the Soviet collapse.
1,"First threat , then the wait","NEW DELHI, SEPTEMBER 3: After 42 days of captivity in Iraq, including a few traumatic TV moments with guns at their foreheads, the return of Tilak Raj, Antaryami Bains and Sukhdev Singh on Friday morning was quite simply the reunion of three weary men "
1,Justice Thomas Hopes for Smooth Election (AP),"AP - U.S. Supreme Court Justice Clarence Thomas said Thursday he would prefer not to face another election-related lawsuit, but defended the high court's decision to get involved in the contentious dispute over the 2000 presidential vote in Florida."
1,CIA-drafted memo allows transfer of detainees from Iraq,"WASHINGTON -- At the request of the CIA, the Justice Department drafted a confidential memo that authorizes the agency to transfer detainees out of Iraq for interrogation, a practice that international legal specialists say contravenes the Geneva Conventions."
1,Pioneer of Sham Tax Havens Sits Down for a Pre-Jail Chat,"Jerome Schneider, the nation's best-known seller of phony offshore banks, said that he helped hundreds of rich Americans evade taxes."
1,Powell: US will aid Palestinian elections,"Seeing a rare and probably fleeting opportunity to influence the Israeli-Palestinian dispute, the Bush administration is preparing financial assistance to help Palestinians "
1,Microsoft defence enters day two,Microsoft's attempt to get EU antitrust penalties against it suspended turns to the question of its media player.
1,Deputy Director: CIA Not 'Dysfunctional' (AP),"AP - Countering severe criticism of the CIA, the agency's departing deputy director called for an end to the ""tirades and hyperbole"" that he said are hampering constructive debate about needed intelligence reform."
1,Three Lebanese employees of food company shot dead in a Baghdad &lt;b&gt;...&lt;/b&gt;,Three Lebanese nationals who worked for a food company in Baghdad were shot dead in one of the victim #39;s homes on Friday and a fourth person 
1,Colombia Paramilitary Fighters to Disarm (AP),"AP - Crosses, burned vehicles and blown-up bridges mark the narrow road that runs from a provincial capital to this village near the Venezuelan border  #151; the scars of a protracted and bitter battle between a right-wing paramilitary group and Marxist rebels for control of the region's cocaine industry."
1,N.Korea calls missile launch reports  quot;speculation quot;,"A senior North Korean official denied reports that the secretive communist state was preparing a missile launch, saying they were pure speculation, Japan #39;s Kyodo news agency reported today."
1,"Kuchma urges candidates to cool down, pledges national stability","He called on candidates and election staffs to cool down. The one who carries out the election struggle with dignity and finds the shortest way to the minds and hearts of voters will become the president of Ukraine, Kuchma said."
1,Cheney to Lash Into Kerry in N.Y. Speech,"NEW YORK - Vice President Dick Cheney on Wednesday was stepping up to denounce Democrat John Kerry's ""confusion of conviction"" after President Bush formally won the Republican nomination for a second term in a carefully choreographed GOP convention roll call.    Tuesday night, before a roaring audience of delegates, Bush was lauded by his wife, Laura, and California Gov..."
1,Radcliffe redeems herself as she wins New York Marathon (AFP),"AFP - Britain's Paula Radcliffe, whose bid for Olympic gold ended in tears, won the New York Marathon, outlasting Kenya's Susan Chepkemei in the tighest women's duel in the race's history."
1,Fiery Latham offers sharp contrast,"Win or lose on October 9, Labor Party leader Mark Latham has already etched himself into the annals of Australian political history."
1,Powell Says Situation in Iraq 'Getting Worse',"Secretary of State Colin Powell sees the situation in Iraq ""getting worse"" as planned elections approach, and the top U.S. military commander for Iraq says he expects more violence ahead."
1,Can He Stop the Killing?,The Palestinians' likely next President hopes to take on the militants--and Arafat's legacy
1,"EU, India sign strategic partnership deal",New Delhi (VNA) - India and the European Union on Monday signed a  quot;strategic partnership deal #39; #39; aimed at tightening economic and political ties.
1,Iraqi Leaders Meet in Peace Effort,"BAGHDAD, Iraq - The U.S. military and Iraqi Shiite and tribal leaders held talks Sunday aimed a reducing tensions in the Baghdad's Sadr City slum, where 10 people died in fighting a day earlier between Shiite militiamen and U.S..."
1,Report Alleges Gay Abuse in Jamaica (AP),"AP - A report by a watchdog agency alleges widespread abuse against gays in this Caribbean island, known for the slogan ""one love."""
1,Braves Edge Dodgers 6-5,"LOS ANGELES - Johnny Estrada homered, drove in three runs and started Atlanta's go-ahead rally in the ninth inning, and the Braves beat Eric Gagne and the Los Angeles Dodgers 6-5 Thursday night.    In a matchup of division leaders, the Dodgers had scored twice in the eighth to tie it 5-5..."
1,Russia School Death Toll Includes 155 Children," BESLAN, Russia (Reuters) - At least 322 people, almost half  of them children, died in the bloodbath that ended a school  siege by Chechen separatists in southern Russia, a senior  justice official said on Saturday."
1,British Muslims push to integrate,They are working to repair an image tattered by homegrown radicals - and to find a place in mainstream society.
1,Fallujah #39;s negotiator obeying insurgents,The chief negotiator for the city of Fallujah said Monday that he had called off peace talks with the Iraqi government on the orders of guerrillas who control the city 
1,High oil prices not hurting German economy: Schroeder (AFP),AFP - German Chancellor Gerhard Schroeder said that the hike in oil prices was not currently hurting the eurozone's biggest economy but that he was closely watching the cost of crude.
1,South Korea Plays Down Talk of North Summit,"A North-South summit could provide a breakthrough in the crisis over Pyongyang #39;s nuclear ambitions, South Korea #39;s prime minister was quoted as saying on Friday, but the "
1,Karzai seen winning Afghan majority,"KABUL, Afghanistan -- Interim leader Hamid Karzai has won a majority of estimated votes cast in Afghanistan's landmark presidential elections, according to preliminary results released yesterday."
1,Australia welcomes arrest of embassy bomb suspects,The Australian Government has welcomed the arrests of four key suspects in the bombing of Australia #39;s embassy in Jakarta in September.
1,Russian President supports India #39;s UN bid,Russian President Vladimir Putin said here on Friday that his country supported India #39;s bid for a permanent UN Security Council seat but stopped short of favoring India #39;s veto power in the world body.
1,Blair to Undergo 'Routine' Heart Procedure,"LONDON - British Prime Minister was to undergo a ""routine"" medical procedure Friday to correct an irregular heartbeat, the second time in about a year doctors have tended to the condition.    Hoping to reassure the public, Tony Blair also announced that he intends to serve a full third term if his party is re-elected in national elections expected next year..."
1,Ahern and Blair hope to revitalise NI process,Bertie Ahern and Tony Blair meet today to try to find a way of breathing new life into the faltering efforts to restore devolution to Northern Ireland.
1,"US forces pound Fallujah as Britain, Egypt seek to free hostages","FALLUJAH, Iraq - US aircraft pounded the insurgent enclave of Fallujah on Saturday, killing seven Iraqis in a raid the military said targeted a suspected hideout of a militant group."
1,WILL PUTIN PARDON BUDANOV?,"Governor of the Ulyanovsk Region General Vladimir Shamanov, former commander of the 58th Caucasian Army, has signed an appeal for a pardon of his former subordinate, Colonel Yuri Budanov."
2,Second Andre win in a row boosts US gold medal hopes,"Andre Dirrell, fighting with a tattoo of his grandfather #39;s face on his back, assured the United States of at least two boxing medals Wednesday by narrowly beating Cuba #39;s Yordani Despaigne to advance to the Olympic middleweight semifinals."
2,NFL Game Summary - Kansas City at New Orleans,"Tight end Tony Gonzalez caught six passes for 71 yards for the Chiefs, who have scored 38 points on their initial drive of the game this season...Safety Jay Bellamy and Fakhir Brown each made nine tackles for the Saints, whose last home win over Kansas "
2,Team as we know it is history,"The news comes fast and furious. Pedro Martinez goes to Tampa to visit George Steinbrenner. Theo Epstein and John Henry go to Florida for their turn with Pedro. Carl Pavano comes to Boston to visit Curt Schilling. Jason Varitek says he's not a goner. Derek Lowe is a goner, but he says he wishes it could be different. Orlando Cabrera ..."
2,Colts carry hot streak into Detroit,"The Indianapolis Colts have been on the fast track since October gave way to November. Thursday in Detroit #39;s Ford Field, they #39;ll share the traditional Thanksgiving Day "
2,NCAA denies reinstatement request for Mike Williams,"The NCAA refused to reinstate Southern California All-American Mike Williams on Thursday, leaving the star receiver unable to rejoin the top-ranked Trojans after being shut out of the NFL draft by the courts."
2,"Cubs, Marlins Split","The Cubs briefly lead the NL wild-card standings after winning the first game of a doubleheader with the Marlins, but lose the sceond."
2,"Mutombo says he #39;s being traded to Rockets; will back up, mentor &lt;b&gt;...&lt;/b&gt;","Dikembe Mutombo, 38, has agreed to a sign-and-trade deal that will send him from the Chicago Bulls to Houston in exchange for Eric Piatkowski, Adrian Griffin and Mike Wilks, the Houston Chronicle reports."
2,NL notables,Montreal's Tony Armas Jr. was a late scratch for his start at Philadelphia because of tendinitis in his right shoulder.
2,It #39;s on to LA for the Giants,"Bee Staff Writer. SAN DIEGO - The San Diego Padres returned the favor, and the playoff-chasing Giants gladly accepted it before a disappointed record crowd of 45,389 at Petco Park."
